run	metric	num_points	final_step	final_value	best_step	best_value	worst_step	worst_value
dg_eta0p5	train/mean_gen_tokens_per_sample	8	8	243.46875	3	252.34375	2	222.46875
dg_eta0p5	train/mean_prompt_length	8	8	112.75	3	125.25	6	102.0
dg_eta0p5	train/mean_total_tokens_per_sample	8	8	246.46875	3	255.34375	2	225.46875
dg_eta0p5	train/natural_termination_rate	8	8	1.0	1	1.0	1	1.0
dg_eta0p5	train/num_masked_seqs_by_logprob_error	8	8	0.0	1	0.0	1	0.0
dg_eta0p5	train/num_valid_samples	8	8	32.0	1	32.0	1	32.0
dg_eta0p5	train/policy_kl_error	8	8	0.0001731945521896705	8	0.0001731945521896705	3	0.00010106507397722453
dg_eta0p5	train/probs_ratio	8	8	1.0001702308654785	1	1.0002565383911133	6	0.9999539852142334
dg_eta0p5	train/probs_ratio_clamped	8	8	1.0001647472381592	1	1.0002565383911133	6	0.9999544620513916
dg_eta0p5	train/probs_ratio_clamped_max	8	8	1.2000000476837158	2	1.2000000476837158	3	1.1322425603866577
dg_eta0p5	train/probs_ratio_clamped_min	8	8	0.800000011920929	7	0.8355956077575684	2	0.800000011920929
dg_eta0p5	train/probs_ratio_max	8	8	1.2419664859771729	4	1.3583309650421143	3	1.1322425603866577
dg_eta0p5	train/probs_ratio_min	8	8	0.7843324542045593	7	0.8355956077575684	4	0.7754256129264832
dg_eta0p5	train/reward	8	8	0.40625	4	0.8125	3	0.21875
dg_eta0p5	train/reward_mean	8	8	0.40625	4	0.8125	3	0.21875
dg_eta0p5	train/reward_std	8	8	0.4911323014219285	2	0.5	4	0.3903123748998999
dg_eta0p5	train/sampling_importance_ratio	8	8	0.9999029636383057	7	1.000117301940918	1	0.9998390078544617
dg_eta0p5	train/token_mult_prob_error	8	8	1.004966378211975	8	1.004966378211975	7	1.002953052520752
dg_eta0p5	train/total_num_tokens	8	8	11495.0	3	12179.0	2	10535.0
dg_eta0p5	train/total_turns	8	8	32.0	1	32.0	1	32.0
dg_eta0p5	train/truncation_rate	8	8	0.6875	3	0.875	4	0.3125
dg_eta0p5	train/vllm/spec_acceptance_length	8	8	1.0	1	1.0	1	1.0
dg_eta0p5	train/vllm/spec_acceptance_rate	8	8	0.0	1	0.0	1	0.0
dg_eta0p5	train/vllm/spec_num_accepted_tokens	8	8	0.0	1	0.0	1	0.0
dg_eta0p5	train/vllm/spec_num_draft_tokens	8	8	0.0	1	0.0	1	0.0
dg_eta0p5	train/vllm/spec_num_drafts	8	8	0.0	1	0.0	1	0.0
dg_eta0p5	validation/accuracy	2	8	0.375	4	0.375	4	0.375
dg_eta0p5	validation/avg_length	2	8	243.0625	8	243.0625	4	241.46875
